departamento,municipio,cultivo,anio,fuente_eva,split,area_sembrada_ha,area_cosechada_ha,produccion_t,rendimiento_t_ha,rendimiento_lag_1,rendimiento_lag_2,rendimiento_lag_3,produccion_lag_1,area_cosechada_lag_1,area_sembrada_lag_1,media_rendimiento_3y,variabilidad_rendimiento_3y,tendencia_rendimiento_3y,es_outlier_rendimiento,dato_copiado,inconsistencia_rend,score_confiabilidad,precipitacion_acumulada_mm,dias_lluvia,intensidad_max_diaria_mm,precipitacion_mediana_diaria,precip_Q3_mm,ratio_concentracion_lluvia,cv_precipitacion_mensual,max_dias_secos_consecutivos,ph_media,num_muestras_suelo,ph_variabilidad,materia_organica_pct_media,materia_organica_pct_variabilidad,fosforo_ppm_media,fosforo_ppm_variabilidad,calcio_meq_media,calcio_meq_variabilidad,magnesio_meq_media,magnesio_meq_variabilidad,potasio_meq_media,potasio_meq_variabilidad,salinidad_ds_m_media,salinidad_ds_m_variabilidad,tendencia_ph,tendencia_materia_organica_pct,tendencia_fosforo_ppm,tendencia_calcio_meq,tendencia_magnesio_meq,tendencia_potasio_meq,tendencia_salinidad_ds_m,credito_total,colocacion_total,num_operaciones_credito,credito_promedio_operacion,log_credito_total,precio_internacional_usd,precio_internacional_max,precio_internacional_min,volatilidad_precio,cambio_precio_pct,rango_precio_ratio
CHOCO,CARMEN DEL DARIEN,ARROZ,2019,reciente,target,310.0,310.0,664.02,2.142,2.5,2.5,2.5,2750.0,1100.0,1100.0,2.5,0.0,0.0,0,0,0,0.876,,,,,,,,,5.945,2.0,0.2474873734152917,1.835,0.5161879502661798,2.58,1.8243354954612927,8.81,1.5839191898578664,5.205,0.0636396103067891,0.12,0.0424264068711928,0.4,0.1131370849898475,0.1410748560460653,-0.6742988995385162,-0.3053311793214862,1.4775028121484814,2.670662905500705,0.212121212121212,2.4482758620689657,0.0,0.0,0.0,0.0,0.0,400.0,400.0,400.0,0.0,0.0,1.0
CHOCO,CARMEN DEL DARIEN,ARROZ,2020,reciente,target,1960.0,1960.0,11276.0,5.753061224489796,2.142,2.5,2.5,664.02,310.0,310.0,2.380666666666668,0.206691396369886,-0.3580000000000001,0,0,0,0.876,,,,,,,,,5.945,2.0,0.2474873734152917,1.835,0.5161879502661798,2.58,1.8243354954612927,8.81,1.5839191898578664,5.205,0.0636396103067891,0.12,0.0424264068711928,0.4,0.1131370849898475,0.1410748560460653,-0.6742988995385162,-0.3053311793214862,1.4775028121484814,2.670662905500705,0.212121212121212,2.4482758620689657,0.0,0.0,0.0,0.0,0.0,400.0,400.0,400.0,0.0,0.0,1.0
CHOCO,CARMEN DEL DARIEN,ARROZ,2021,reciente,target,2980.0,2980.0,18314.58,6.145832214765101,5.753061224489796,2.142,2.5,11276.0,1960.0,1960.0,3.465020408163266,1.989570074886063,3.611061224489797,0,0,0,0.876,,,,,,,,,5.945,2.0,0.2474873734152917,1.835,0.5161879502661798,2.58,1.8243354954612927,8.81,1.5839191898578664,5.205,0.0636396103067891,0.12,0.0424264068711928,0.4,0.1131370849898475,0.1410748560460653,-0.6742988995385162,-0.3053311793214862,1.4775028121484814,2.670662905500705,0.212121212121212,2.4482758620689657,0.0,0.0,0.0,0.0,0.0,400.0,400.0,400.0,0.0,0.0,1.0
CHOCO,CARMEN DEL DARIEN,ARROZ,2022,reciente,target,2800.0,1150.0,5593.0,4.863478260869565,6.145832214765101,5.753061224489796,2.142,18314.58,2980.0,2980.0,4.680297813084966,2.2069852975573725,0.3927709902753049,0,0,0,0.876,,,,,,,,,5.945,2.0,0.2474873734152917,1.835,0.5161879502661798,2.58,1.8243354954612927,8.81,1.5839191898578664,5.205,0.0636396103067891,0.12,0.0424264068711928,0.4,0.1131370849898475,0.1410748560460653,-0.6742988995385162,-0.3053311793214862,1.4775028121484814,2.670662905500705,0.212121212121212,2.4482758620689657,66931758.37499999,55345184.0,3.0,22310586.125,18.019184141523503,400.0,400.0,400.0,0.0,0.0,1.0
CHOCO,CARMEN DEL DARIEN,ARROZ,2023,reciente,target,530.0,530.0,2867.9,5.4111320754716985,4.863478260869565,6.145832214765101,5.753061224489796,5593.0,1150.0,2800.0,5.587457233374821,0.6570208727070934,-1.2823539538955364,0,0,0,0.876,,,,,,,,,5.945,2.0,0.2474873734152917,1.835,0.5161879502661798,2.58,1.8243354954612927,8.81,1.5839191898578664,5.205,0.0636396103067891,0.12,0.0424264068711928,0.4,0.1131370849898475,0.1410748560460653,-0.6742988995385162,-0.3053311793214862,1.4775028121484814,2.670662905500705,0.212121212121212,2.4482758620689657,0.0,0.0,0.0,0.0,0.0,400.0,400.0,400.0,0.0,0.0,1.0
CHOCO,CARMEN DEL DARIEN,ARROZ,2024,reciente,target,299.0,282.0,564.0,2.0,5.4111320754716985,4.863478260869565,6.145832214765101,2867.9,530.0,530.0,5.473480850368788,0.6434465347379373,0.5476538146021337,0,0,0,0.876,,,,,,,,,5.945,2.0,0.2474873734152917,1.835,0.5161879502661798,2.58,1.8243354954612927,8.81,1.5839191898578664,5.205,0.0636396103067891,0.12,0.0424264068711928,0.4,0.1131370849898475,0.1410748560460653,-0.6742988995385162,-0.3053311793214862,1.4775028121484814,2.670662905500705,0.212121212121212,2.4482758620689657,133985000.0,119927692.0,4.0,33496250.0,18.713238418814417,500.0,500.0,500.0,0.0,25.0,1.0
BOLIVAR,CARTAGENA DE INDIAS,ARROZ,2006,historica,historial,50.0,50.0,170.0,3.4,,,,,,,5.1373051681706325,0.3872497260478594,,0,0,0,0.966,,,,,,,,,7.236666666666667,3.0,0.949227756301581,1.81,1.5289211882893112,33.02333333333333,25.698253507453256,22.55666666666667,14.82520264054874,6.65,4.043414398747672,0.9166666666666666,1.1356202416888022,4.676666666666667,7.106450121779041,0.1324986958789777,-0.1716247139588101,0.2857050158977354,-0.381755059156731,0.2962962962962962,0.7460317460317459,-0.1167768334907144,0.0,0.0,0.0,0.0,0.0,,,,,,
BOLIVAR,CARTAGENA DE INDIAS,ARROZ,2007,historica,historial,70.0,67.0,134.0,2.0,3.4,,,170.0,50.0,50.0,4.40556603773585,1.4220851284278138,,0,0,0,0.966,,,,,,,,,7.236666666666667,3.0,0.949227756301581,1.81,1.5289211882893112,33.02333333333333,25.698253507453256,22.55666666666667,14.82520264054874,6.65,4.043414398747672,0.9166666666666666,1.1356202416888022,4.676666666666667,7.106450121779041,0.1324986958789777,-0.1716247139588101,0.2857050158977354,-0.381755059156731,0.2962962962962962,0.7460317460317459,-0.1167768334907144,0.0,0.0,0.0,0.0,0.0,,,,,,
BOLIVAR,CARTAGENA DE INDIAS,ARROZ,2008,historica,historial,70.0,63.0,126.0,2.0,2.0,3.4,,134.0,67.0,70.0,2.700000000000001,0.9899494936611668,-1.4,0,1,0,0.966,,,,,,,,,7.236666666666667,3.0,0.949227756301581,1.81,1.5289211882893112,33.02333333333333,25.698253507453256,22.55666666666667,14.82520264054874,6.65,4.043414398747672,0.9166666666666666,1.1356202416888022,4.676666666666667,7.106450121779041,0.1324986958789777,-0.1716247139588101,0.2857050158977354,-0.381755059156731,0.2962962962962962,0.7460317460317459,-0.1167768334907144,0.0,0.0,0.0,0.0,0.0,400.0,400.0,400.0,0.0,0.0,1.0
BOLIVAR,CARTAGENA DE INDIAS,ARROZ,2009,historica,historial,80.0,70.0,140.0,2.0,2.0,2.0,3.4,126.0,63.0,70.0,2.4666666666666672,0.8082903768654762,0.0,0,1,0,0.966,,,,,,,,,7.236666666666667,3.0,0.949227756301581,1.81,1.5289211882893112,33.02333333333333,25.698253507453256,22.55666666666667,14.82520264054874,6.65,4.043414398747672,0.9166666666666666,1.1356202416888022,4.676666666666667,7.106450121779041,0.1324986958789777,-0.1716247139588101,0.2857050158977354,-0.381755059156731,0.2962962962962962,0.7460317460317459,-0.1167768334907144,0.0,0.0,0.0,0.0,0.0,400.0,400.0,400.0,0.0,0.0,1.0
BOLIVAR,CARTAGENA DE INDIAS,ARROZ,2010,historica,historial,85.0,62.0,103.0,1.6612903225806452,2.0,2.0,2.0,140.0,70.0,80.0,2.0,0.0,0.0,0,0,0,0.966,,,,,,,,,7.236666666666667,3.0,0.949227756301581,1.81,1.5289211882893112,33.02333333333333,25.698253507453256,22.55666666666667,14.82520264054874,6.65,4.043414398747672,0.9166666666666666,1.1356202416888022,4.676666666666667,7.106450121779041,0.1324986958789777,-0.1716247139588101,0.2857050158977354,-0.381755059156731,0.2962962962962962,0.7460317460317459,-0.1167768334907144,0.0,0.0,0.0,0.0,0.0,400.0,400.0,400.0,0.0,0.0,1.0
BOLIVAR,CARTAGENA DE INDIAS,ARROZ,2011,historica,historial,265.0,193.0,566.0,2.9326424870466323,1.6612903225806452,2.0,2.0,103.0,62.0,85.0,1.887096774193549,0.1955541234351958,-0.3387096774193547,0,0,0,0.966,,,,,,,,,7.236666666666667,3.0,0.949227756301581,1.81,1.5289211882893112,33.02333333333333,25.698253507453256,22.55666666666667,14.82520264054874,6.65,4.043414398747672,0.9166666666666666,1.1356202416888022,4.676666666666667,7.106450121779041,0.1324986958789777,-0.1716247139588101,0.2857050158977354,-0.381755059156731,0.2962962962962962,0.7460317460317459,-0.1167768334907144,0.0,0.0,0.0,0.0,0.0,400.0,400.0,400.0,0.0,0.0,1.0
BOLIVAR,CARTAGENA DE INDIAS,ARROZ,2012,historica,historial,295.0,295.0,885.0,3.0,2.9326424870466323,1.6612903225806452,2.0,566.0,193.0,265.0,2.197977603209093,0.6583923071029917,1.271352164465987,0,0,0,0.966,,,,,,,,,7.236666666666667,3.0,0.949227756301581,1.81,1.5289211882893112,33.02333333333333,25.698253507453256,22.55666666666667,14.82520264054874,6.65,4.043414398747672,0.9166666666666666,1.1356202416888022,4.676666666666667,7.106450121779041,0.1324986958789777,-0.1716247139588101,0.2857050158977354,-0.381755059156731,0.2962962962962962,0.7460317460317459,-0.1167768334907144,0.0,0.0,0.0,0.0,0.0,400.0,400.0,400.0,0.0,0.0,1.0
BOLIVAR,CARTAGENA DE INDIAS,ARROZ,2013,historica,historial,313.0,313.0,939.0,3.0,3.0,2.9326424870466323,1.6612903225806452,885.0,295.0,295.0,2.5313109365424267,0.7542122779275346,0.0673575129533676,0,1,0,0.966,,,,,,,,,7.236666666666667,3.0,0.949227756301581,1.81,1.5289211882893112,33.02333333333333,25.698253507453256,22.55666666666667,14.82520264054874,6.65,4.043414398747672,0.9166666666666666,1.1356202416888022,4.676666666666667,7.106450121779041,0.1324986958789777,-0.1716247139588101,0.2857050158977354,-0.381755059156731,0.2962962962962962,0.7460317460317459,-0.1167768334907144,0.0,0.0,0.0,0.0,0.0,400.0,400.0,400.0,0.0,0.0,1.0
BOLIVAR,CARTAGENA DE INDIAS,ARROZ,2014,historica,historial,60.0,57.0,114.0,2.0,3.0,3.0,2.9326424870466323,939.0,313.0,313.0,2.977547495682211,0.0388888782355694,0.0,0,0,0,0.966,,,,,,,,,7.236666666666667,3.0,0.949227756301581,1.81,1.5289211882893112,33.02333333333333,25.698253507453256,22.55666666666667,14.82520264054874,6.65,4.043414398747672,0.9166666666666666,1.1356202416888022,4.676666666666667,7.106450121779041,0.1324986958789777,-0.1716247139588101,0.2857050158977354,-0.381755059156731,0.2962962962962962,0.7460317460317459,-0.1167768334907144,0.0,0.0,0.0,0.0,0.0,400.0,400.0,400.0,0.0,0.0,1.0
BOLIVAR,CARTAGENA DE INDIAS,ARROZ,2015,,,,,,,2.0,3.0,3.0,114.0,57.0,60.0,2.6666666666666674,0.5773502691896257,-1.0,0,0,0,0.966,,,,,,,,,7.236666666666667,3.0,0.949227756301581,1.81,1.5289211882893112,33.02333333333333,25.698253507453256,22.55666666666667,14.82520264054874,6.65,4.043414398747672,0.9166666666666666,1.1356202416888022,4.676666666666667,7.106450121779041,0.1324986958789777,-0.1716247139588101,0.2857050158977354,-0.381755059156731,0.2962962962962962,0.7460317460317459,-0.1167768334907144,0.0,0.0,0.0,0.0,0.0,400.0,400.0,400.0,0.0,0.0,1.0
BOLIVAR,CARTAGENA DE INDIAS,ARROZ,2016,historica,historial,157.0,147.0,488.0,3.3197278911564627,,2.0,3.0,,,,2.500000000000001,0.7071067811865474,,0,0,0,0.966,,,,,,,,,7.236666666666667,3.0,0.949227756301581,1.81,1.5289211882893112,33.02333333333333,25.698253507453256,22.55666666666667,14.82520264054874,6.65,4.043414398747672,0.9166666666666666,1.1356202416888022,4.676666666666667,7.106450121779041,0.1324986958789777,-0.1716247139588101,0.2857050158977354,-0.381755059156731,0.2962962962962962,0.7460317460317459,-0.1167768334907144,0.0,0.0,0.0,0.0,0.0,400.0,400.0,400.0,0.0,0.0,1.0
BOLIVAR,CARTAGENA DE INDIAS,ARROZ,2017,historica,historial,80.0,77.0,227.0,2.948051948051948,3.3197278911564627,,2.0,488.0,147.0,157.0,2.659863945578232,0.9331885411577568,,0,0,0,0.966,,,,,,,,,7.236666666666667,3.0,0.949227756301581,1.81,1.5289211882893112,33.02333333333333,25.698253507453256,22.55666666666667,14.82520264054874,6.65,4.043414398747672,0.9166666666666666,1.1356202416888022,4.676666666666667,7.106450121779041,0.1324986958789777,-0.1716247139588101,0.2857050158977354,-0.381755059156731,0.2962962962962962,0.7460317460317459,-0.1167768334907144,0.0,0.0,0.0,0.0,0.0,400.0,400.0,400.0,0.0,0.0,1.0
BOLIVAR,CARTAGENA DE INDIAS,ARROZ,2018,historica,historial,15.0,15.0,45.0,3.0,2.948051948051948,3.3197278911564627,,227.0,77.0,80.0,3.133889919604206,0.2628145797731075,-0.3716759431045147,0,0,0,0.966,,,,,,,,,7.236666666666667,3.0,0.949227756301581,1.81,1.5289211882893112,33.02333333333333,25.698253507453256,22.55666666666667,14.82520264054874,6.65,4.043414398747672,0.9166666666666666,1.1356202416888022,4.676666666666667,7.106450121779041,0.1324986958789777,-0.1716247139588101,0.2857050158977354,-0.381755059156731,0.2962962962962962,0.7460317460317459,-0.1167768334907144,0.0,0.0,0.0,0.0,0.0,400.0,400.0,400.0,0.0,0.0,1.0
BOLIVAR,CARTAGENA DE INDIAS,ARROZ,2019,reciente,target,98.0,98.0,196.0,2.0,3.0,2.948051948051948,3.3197278911564627,45.0,15.0,15.0,3.089259946402804,0.2012740797880618,0.0519480519480519,0,0,0,0.966,,,,,,,,,7.236666666666667,3.0,0.949227756301581,1.81,1.5289211882893112,33.02333333333333,25.698253507453256,22.55666666666667,14.82520264054874,6.65,4.043414398747672,0.9166666666666666,1.1356202416888022,4.676666666666667,7.106450121779041,0.1324986958789777,-0.1716247139588101,0.2857050158977354,-0.381755059156731,0.2962962962962962,0.7460317460317459,-0.1167768334907144,0.0,0.0,0.0,0.0,0.0,400.0,400.0,400.0,0.0,0.0,1.0
BOLIVAR,CARTAGENA DE INDIAS,ARROZ,2020,reciente,target,110.0,100.0,351.3,3.513,2.0,3.0,2.948051948051948,196.0,98.0,98.0,2.64935064935065,0.5629536831608632,-1.0,0,0,0,0.966,,,,,,,,,7.236666666666667,3.0,0.949227756301581,1.81,1.5289211882893112,33.02333333333333,25.698253507453256,22.55666666666667,14.82520264054874,6.65,4.043414398747672,0.9166666666666666,1.1356202416888022,4.676666666666667,7.106450121779041,0.1324986958789777,-0.1716247139588101,0.2857050158977354,-0.381755059156731,0.2962962962962962,0.7460317460317459,-0.1167768334907144,0.0,0.0,0.0,0.0,0.0,400.0,400.0,400.0,0.0,0.0,1.0
BOLIVAR,CARTAGENA DE INDIAS,ARROZ,2021,reciente,target,110.0,104.0,380.8,3.661538461538462,3.513,2.0,3.0,351.3,100.0,110.0,2.8376666666666672,0.769451969477844,1.513,0,0,0,0.966,,,,,,,,,7.236666666666667,3.0,0.949227756301581,1.81,1.5289211882893112,33.02333333333333,25.698253507453256,22.55666666666667,14.82520264054874,6.65,4.043414398747672,0.9166666666666666,1.1356202416888022,4.676666666666667,7.106450121779041,0.1324986958789777,-0.1716247139588101,0.2857050158977354,-0.381755059156731,0.2962962962962962,0.7460317460317459,-0.1167768334907144,0.0,0.0,0.0,0.0,0.0,400.0,400.0,400.0,0.0,0.0,1.0
BOLIVAR,CARTAGENA DE INDIAS,ARROZ,2022,reciente,target,170.0,100.0,422.4500000000001,4.224500000000001,3.661538461538462,3.513,2.0,380.8,104.0,110.0,3.0581794871794883,0.9194149166478836,0.1485384615384619,0,0,0,0.966,,,,,,,,,7.236666666666667,3.0,0.949227756301581,1.81,1.5289211882893112,33.02333333333333,25.698253507453256,22.55666666666667,14.82520264054874,6.65,4.043414398747672,0.9166666666666666,1.1356202416888022,4.676666666666667,7.106450121779041,0.1324986958789777,-0.1716247139588101,0.2857050158977354,-0.381755059156731,0.2962962962962962,0.7460317460317459,-0.1167768334907144,581194291.2803749,416935969.0,24.0,24216428.803348955,20.18059566903471,400.0,400.0,400.0,0.0,0.0,1.0
BOLIVAR,CARTAGENA DE INDIAS,ARROZ,2023,reciente,target,0.0,140.0,560.0,4.0,4.224500000000001,3.661538461538462,3.513,422.4500000000001,100.0,170.0,3.799679487179488,0.3753268838277713,0.562961538461539,0,0,0,0.966,,,,,,,,,7.236666666666667,3.0,0.949227756301581,1.81,1.5289211882893112,33.02333333333333,25.698253507453256,22.55666666666667,14.82520264054874,6.65,4.043414398747672,0.9166666666666666,1.1356202416888022,4.676666666666667,7.106450121779041,0.1324986958789777,-0.1716247139588101,0.2857050158977354,-0.381755059156731,0.2962962962962962,0.7460317460317459,-0.1167768334907144,1287344749.4499998,803654903.0,31.0,41527249.98225806,20.975847601056792,400.0,400.0,400.0,0.0,0.0,1.0
BOLIVAR,CARTAGENA DE INDIAS,ARROZ,2024,reciente,target,0.0,200.0,700.0,3.5,4.0,4.224500000000001,3.661538461538462,560.0,140.0,0.0,3.9620128205128218,0.2833967056985456,-0.2245000000000008,0,0,0,0.966,,,,,,,,,7.236666666666667,3.0,0.949227756301581,1.81,1.5289211882893112,33.02333333333333,25.698253507453256,22.55666666666667,14.82520264054874,6.65,4.043414398747672,0.9166666666666666,1.1356202416888022,4.676666666666667,7.106450121779041,0.1324986958789777,-0.1716247139588101,0.2857050158977354,-0.381755059156731,0.2962962962962962,0.7460317460317459,-0.1167768334907144,963671108.15,743988330.0,32.0,30114722.1296875,20.68626062128113,500.0,500.0,500.0,0.0,25.0,1.0
CAQUETA,CARTAGENA DEL CHAIRA,ARROZ,2006,historica,historial,135.0,135.0,128.0,0.9481481481481482,,,,,,,4.112250000000001,0.1587454723763727,,0,0,0,0.943,,,,,,,,,4.645,8.0,0.2805097400906328,1.73875,0.4867806047315949,2.485,1.098960547842499,0.25125,0.0981889577731194,0.1625,0.0810202796482813,0.12125,0.0522186337841743,0.1314285714285714,0.0805043624964037,-0.0103577691463037,0.5902455325735191,-0.3825850964203123,-0.8109699635395567,-0.6872686898593635,-0.1243055555555556,0.0157975199592322,0.0,0.0,0.0,0.0,0.0,,,,,,
CAQUETA,CARTAGENA DEL CHAIRA,ARROZ,2007,historica,historial,435.0,430.0,632.0,1.4697674418604652,0.9481481481481482,,,128.0,135.0,135.0,2.4740740740740748,2.157985139621167,,0,0,0,0.943,,,,,,,,,4.645,8.0,0.2805097400906328,1.73875,0.4867806047315949,2.485,1.098960547842499,0.25125,0.0981889577731194,0.1625,0.0810202796482813,0.12125,0.0522186337841743,0.1314285714285714,0.0805043624964037,-0.0103577691463037,0.5902455325735191,-0.3825850964203123,-0.8109699635395567,-0.6872686898593635,-0.1243055555555556,0.0157975199592322,0.0,0.0,0.0,0.0,0.0,,,,,,
CAQUETA,CARTAGENA DEL CHAIRA,ARROZ,2008,historica,historial,178.0,175.0,202.0,1.1542857142857144,1.4697674418604652,0.9481481481481482,,632.0,430.0,435.0,1.2089577950043071,0.3688405397817167,0.521619293712317,0,0,0,0.943,,,,,,,,,4.645,8.0,0.2805097400906328,1.73875,0.4867806047315949,2.485,1.098960547842499,0.25125,0.0981889577731194,0.1625,0.0810202796482813,0.12125,0.0522186337841743,0.1314285714285714,0.0805043624964037,-0.0103577691463037,0.5902455325735191,-0.3825850964203123,-0.8109699635395567,-0.6872686898593635,-0.1243055555555556,0.0157975199592322,0.0,0.0,0.0,0.0,0.0,400.0,400.0,400.0,0.0,0.0,1.0
CAQUETA,CARTAGENA DEL CHAIRA,ARROZ,2009,historica,historial,120.0,120.0,150.0,1.25,1.1542857142857144,1.4697674418604652,0.9481481481481482,202.0,175.0,178.0,1.1907337680981096,0.262712803957606,-0.3154817275747508,0,0,0,0.943,,,,,,,,,4.645,8.0,0.2805097400906328,1.73875,0.4867806047315949,2.485,1.098960547842499,0.25125,0.0981889577731194,0.1625,0.0810202796482813,0.12125,0.0522186337841743,0.1314285714285714,0.0805043624964037,-0.0103577691463037,0.5902455325735191,-0.3825850964203123,-0.8109699635395567,-0.6872686898593635,-0.1243055555555556,0.0157975199592322,0.0,0.0,0.0,0.0,0.0,400.0,400.0,400.0,0.0,0.0,1.0
CAQUETA,CARTAGENA DEL CHAIRA,ARROZ,2010,historica,historial,90.0,80.0,96.0,1.2,1.25,1.1542857142857144,1.4697674418604652,150.0,120.0,120.0,1.2913510520487268,0.1617547904624147,0.0957142857142856,0,0,0,0.943,,,,,,,,,4.645,8.0,0.2805097400906328,1.73875,0.4867806047315949,2.485,1.098960547842499,0.25125,0.0981889577731194,0.1625,0.0810202796482813,0.12125,0.0522186337841743,0.1314285714285714,0.0805043624964037,-0.0103577691463037,0.5902455325735191,-0.3825850964203123,-0.8109699635395567,-0.6872686898593635,-0.1243055555555556,0.0157975199592322,0.0,0.0,0.0,0.0,0.0,400.0,400.0,400.0,0.0,0.0,1.0
CAQUETA,CARTAGENA DEL CHAIRA,ARROZ,2011,historica,historial,90.0,80.0,112.0,1.4,1.2,1.25,1.1542857142857144,96.0,80.0,90.0,1.2014285714285715,0.0478731316574749,-0.05,0,0,0,0.943,,,,,,,,,4.645,8.0,0.2805097400906328,1.73875,0.4867806047315949,2.485,1.098960547842499,0.25125,0.0981889577731194,0.1625,0.0810202796482813,0.12125,0.0522186337841743,0.1314285714285714,0.0805043624964037,-0.0103577691463037,0.5902455325735191,-0.3825850964203123,-0.8109699635395567,-0.6872686898593635,-0.1243055555555556,0.0157975199592322,0.0,0.0,0.0,0.0,0.0,400.0,400.0,400.0,0.0,0.0,1.0
CAQUETA,CARTAGENA DEL CHAIRA,ARROZ,2012,historica,historial,200.0,180.0,252.0,1.4,1.4,1.2,1.25,112.0,80.0,90.0,1.2833333333333334,0.1040832999733067,0.1999999999999999,0,1,0,0.943,,,,,,,,,4.645,8.0,0.2805097400906328,1.73875,0.4867806047315949,2.485,1.098960547842499,0.25125,0.0981889577731194,0.1625,0.0810202796482813,0.12125,0.0522186337841743,0.1314285714285714,0.0805043624964037,-0.0103577691463037,0.5902455325735191,-0.3825850964203123,-0.8109699635395567,-0.6872686898593635,-0.1243055555555556,0.0157975199592322,0.0,0.0,0.0,0.0,0.0,400.0,400.0,400.0,0.0,0.0,1.0
CAQUETA,CARTAGENA DEL CHAIRA,ARROZ,2013,historica,historial,220.0,190.0,240.0,1.263157894736842,1.4,1.4,1.2,252.0,180.0,200.0,1.3333333333333337,0.1154700538379251,0.0,0,0,0,0.943,,,,,,,,,4.645,8.0,0.2805097400906328,1.73875,0.4867806047315949,2.485,1.098960547842499,0.25125,0.0981889577731194,0.1625,0.0810202796482813,0.12125,0.0522186337841743,0.1314285714285714,0.0805043624964037,-0.0103577691463037,0.5902455325735191,-0.3825850964203123,-0.8109699635395567,-0.6872686898593635,-0.1243055555555556,0.0157975199592322,0.0,0.0,0.0,0.0,0.0,400.0,400.0,400.0,0.0,0.0,1.0
CAQUETA,CARTAGENA DEL CHAIRA,ARROZ,2014,historica,historial,300.0,200.0,280.0,1.4,1.263157894736842,1.4,1.4,240.0,190.0,220.0,1.3543859649122807,0.0790058263101593,-0.1368421052631578,0,0,0,0.943,,,,,,,,,4.645,8.0,0.2805097400906328,1.73875,0.4867806047315949,2.485,1.098960547842499,0.25125,0.0981889577731194,0.1625,0.0810202796482813,0.12125,0.0522186337841743,0.1314285714285714,0.0805043624964037,-0.0103577691463037,0.5902455325735191,-0.3825850964203123,-0.8109699635395567,-0.6872686898593635,-0.1243055555555556,0.0157975199592322,0.0,0.0,0.0,0.0,0.0,400.0,400.0,400.0,0.0,0.0,1.0
CAQUETA,CARTAGENA DEL CHAIRA,ARROZ,2015,historica,historial,340.0,260.0,364.0,1.4,1.4,1.263157894736842,1.4,280.0,200.0,300.0,1.3543859649122811,0.0790058263101593,0.1368421052631578,0,1,0,0.943,,,,,,,,,4.645,8.0,0.2805097400906328,1.73875,0.4867806047315949,2.485,1.098960547842499,0.25125,0.0981889577731194,0.1625,0.0810202796482813,0.12125,0.0522186337841743,0.1314285714285714,0.0805043624964037,-0.0103577691463037,0.5902455325735191,-0.3825850964203123,-0.8109699635395567,-0.6872686898593635,-0.1243055555555556,0.0157975199592322,0.0,0.0,0.0,0.0,0.0,400.0,400.0,400.0,0.0,0.0,1.0
CAQUETA,CARTAGENA DEL CHAIRA,ARROZ,2016,historica,historial,400.0,300.0,450.0,1.5,1.4,1.4,1.263157894736842,364.0,260.0,340.0,1.3543859649122807,0.0790058263101593,0.0,0,0,0,0.943,,,,,,,,,4.645,8.0,0.2805097400906328,1.73875,0.4867806047315949,2.485,1.098960547842499,0.25125,0.0981889577731194,0.1625,0.0810202796482813,0.12125,0.0522186337841743,0.1314285714285714,0.0805043624964037,-0.0103577691463037,0.5902455325735191,-0.3825850964203123,-0.8109699635395567,-0.6872686898593635,-0.1243055555555556,0.0157975199592322,0.0,0.0,0.0,0.0,0.0,400.0,400.0,400.0,0.0,0.0,1.0
CAQUETA,CARTAGENA DEL CHAIRA,ARROZ,2017,historica,historial,600.0,400.0,600.0,1.5,1.5,1.4,1.4,450.0,300.0,400.0,1.4333333333333336,0.0577350269189625,0.1,0,1,0,0.943,,,,,,,,,4.645,8.0,0.2805097400906328,1.73875,0.4867806047315949,2.485,1.098960547842499,0.25125,0.0981889577731194,0.1625,0.0810202796482813,0.12125,0.0522186337841743,0.1314285714285714,0.0805043624964037,-0.0103577691463037,0.5902455325735191,-0.3825850964203123,-0.8109699635395567,-0.6872686898593635,-0.1243055555555556,0.0157975199592322,0.0,0.0,0.0,0.0,0.0,400.0,400.0,400.0,0.0,0.0,1.0
CAQUETA,CARTAGENA DEL CHAIRA,ARROZ,2018,historica,historial,50.0,50.0,75.0,1.5,1.5,1.5,1.4,600.0,400.0,600.0,1.4666666666666668,0.0577350269189624,0.0,0,1,0,0.943,,,,,,,,,4.645,8.0,0.2805097400906328,1.73875,0.4867806047315949,2.485,1.098960547842499,0.25125,0.0981889577731194,0.1625,0.0810202796482813,0.12125,0.0522186337841743,0.1314285714285714,0.0805043624964037,-0.0103577691463037,0.5902455325735191,-0.3825850964203123,-0.8109699635395567,-0.6872686898593635,-0.1243055555555556,0.0157975199592322,0.0,0.0,0.0,0.0,0.0,400.0,400.0,400.0,0.0,0.0,1.0
CAQUETA,CARTAGENA DEL CHAIRA,ARROZ,2019,reciente,target,1000.0,745.0,1295.91,1.739476510067114,1.5,1.5,1.5,75.0,50.0,50.0,1.5,0.0,0.0,0,0,0,0.943,,,,,,,,,4.645,8.0,0.2805097400906328,1.73875,0.4867806047315949,2.485,1.098960547842499,0.25125,0.0981889577731194,0.1625,0.0810202796482813,0.12125,0.0522186337841743,0.1314285714285714,0.0805043624964037,-0.0103577691463037,0.5902455325735191,-0.3825850964203123,-0.8109699635395567,-0.6872686898593635,-0.1243055555555556,0.0157975199592322,0.0,0.0,0.0,0.0,0.0,400.0,400.0,400.0,0.0,0.0,1.0
