MAE,RMSE,R2,N,Año,Fase,Tipo
0.1199919833058278,0.19665521644300407,-0.2186731119362888,552,2021,C,Híbrido
0.07486230854527123,0.14284283963334377,0.3727173689596197,559,2022,C,Híbrido
0.05007096466755545,0.11774151773669751,0.5974224309812615,563,2023,C,Híbrido
0.038347417044530444,0.13737413241985288,0.5849142447788862,565,2024,C,Híbrido
0.16543199563924613,0.2391859849505561,-1.3169014988355512,502,2019,C,Baseline
0.09052896749288854,0.16150380094502736,-0.09363469492049536,546,2020,C,Baseline
0.1199919833058278,0.19665521644300407,-0.2186731119362888,552,2021,C,Baseline
0.07486230854527123,0.14284283963334377,0.3727173689596197,559,2022,C,Baseline
0.05007096466755545,0.11774151773669751,0.5974224309812615,563,2023,C,Baseline
0.038347417044530444,0.13737413241985288,0.5849142447788862,565,2024,C,Baseline
0.15496111274263283,0.2154981644221771,-0.8807161922706235,502,2019,D,ML_Puro
0.1112327801155709,0.15036993091540796,0.05195536617907193,546,2020,D,ML_Puro
0.12389172262987906,0.17200142432615914,0.06773286602867745,552,2021,D,ML_Puro
0.10653543278939698,0.14794868472747935,0.32707210836188017,559,2022,D,ML_Puro
0.09105334161566328,0.13256311947705451,0.4896880430688145,563,2023,D,ML_Puro
0.08795773457709379,0.15341909899249112,0.4822897541599229,565,2024,D,ML_Puro
0.16543199563924613,0.2391859849505561,-1.3169014988355512,502,2019,D,Híbrido
0.09052896749288854,0.16150380094502736,-0.09363469492049536,546,2020,D,Híbrido
0.1199919833058278,0.19665521644300407,-0.2186731119362888,552,2021,D,Híbrido
0.07486230854527123,0.14284283963334377,0.3727173689596197,559,2022,D,Híbrido
0.05007096466755545,0.11774151773669751,0.5974224309812615,563,2023,D,Híbrido
0.038347417044530444,0.13737413241985288,0.5849142447788862,565,2024,D,Híbrido
0.16543199563924613,0.2391859849505561,-1.3169014988355512,502,2019,D,Baseline
0.09052896749288854,0.16150380094502736,-0.09363469492049536,546,2020,D,Baseline
0.1199919833058278,0.19665521644300407,-0.2186731119362888,552,2021,D,Baseline
0.07486230854527123,0.14284283963334377,0.3727173689596197,559,2022,D,Baseline
0.05007096466755545,0.11774151773669751,0.5974224309812615,563,2023,D,Baseline
0.038347417044530444,0.13737413241985288,0.5849142447788862,565,2024,D,Baseline
0.15496111274263283,0.2154981644221771,-0.8807161922706235,502,2019,E,ML_Puro
0.1112327801155709,0.15036993091540796,0.05195536617907193,546,2020,E,ML_Puro
0.12389172262987906,0.17200142432615914,0.06773286602867745,552,2021,E,ML_Puro
0.10653543278939698,0.14794868472747935,0.32707210836188017,559,2022,E,ML_Puro
0.08797125221928678,0.12941138763365154,0.5136652507555222,563,2023,E,ML_Puro
0.08473940005999953,0.15116879136192723,0.49736562576314824,565,2024,E,ML_Puro
0.16543199563924613,0.2391859849505561,-1.3169014988355512,502,2019,E,Híbrido
0.09052896749288854,0.16150380094502736,-0.09363469492049536,546,2020,E,Híbrido
0.1199919833058278,0.19665521644300407,-0.2186731119362888,552,2021,E,Híbrido
0.07486230854527123,0.14284283963334377,0.3727173689596197,559,2022,E,Híbrido
0.05007096466755545,0.11774151773669751,0.5974224309812615,563,2023,E,Híbrido
0.038347417044530444,0.13737413241985288,0.5849142447788862,565,2024,E,Híbrido
0.16543199563924613,0.2391859849505561,-1.3169014988355512,502,2019,E,Baseline
0.09052896749288854,0.16150380094502736,-0.09363469492049536,546,2020,E,Baseline
0.1199919833058278,0.19665521644300407,-0.2186731119362888,552,2021,E,Baseline
0.07486230854527123,0.14284283963334377,0.3727173689596197,559,2022,E,Baseline
0.05007096466755545,0.11774151773669751,0.5974224309812615,563,2023,E,Baseline
0.038347417044530444,0.13737413241985288,0.5849142447788862,565,2024,E,Baseline
0.15458827862667007,0.2149660324365138,-0.8714395136074378,502,2019,F,ML_Puro
0.11109577045016619,0.14991457949565684,0.05768842515669548,546,2020,F,ML_Puro
0.1240242490866867,0.17158198716866854,0.0722741156688177,552,2021,F,ML_Puro
0.10671383340806549,0.14824341997597085,0.324388297737384,559,2022,F,ML_Puro
0.08782679481621535,0.12926959099452023,0.5147304252190401,563,2023,F,ML_Puro
0.08536057785637442,0.15152541727026328,0.4949912748403935,565,2024,F,ML_Puro
0.16543199563924613,0.2391859849505561,-1.3169014988355512,502,2019,F,Híbrido
0.09052896749288854,0.16150380094502736,-0.09363469492049536,546,2020,F,Híbrido
0.1199919833058278,0.19665521644300407,-0.2186731119362888,552,2021,F,Híbrido
