MAE,RMSE,R2,N,Año,Fase,Tipo
0.4422659635112596,0.8233383090399408,0.8383139250409619,297,2023,D,Baseline
0.42480694203649105,0.8479653097518446,0.831108106830277,290,2024,D,Baseline
0.9280799706802456,1.2115165380264132,0.709926531399828,263,2019,E,ML_Puro
0.8364308633979511,1.1222406795946507,0.7250159480971597,299,2020,E,ML_Puro
0.9248068847050996,1.2810840166024868,0.6525990407461353,300,2021,E,ML_Puro
0.7578693307804856,0.9989251697076711,0.7677849789159743,301,2022,E,ML_Puro
0.6323844899917143,0.8551047928505904,0.8255967180049947,297,2023,E,ML_Puro
0.6228720325581635,0.8635071650335587,0.8248603313814304,290,2024,E,ML_Puro
0.8842017095062964,1.286633732265247,0.6728407673453907,263,2019,E,Híbrido
0.6070394499085373,1.02582086734329,0.7702378157735648,299,2020,E,Híbrido
0.8125931675344265,1.232976363152481,0.6782005557146373,300,2021,E,Híbrido
0.5556078917543844,0.8701747707503016,0.8237872325347608,301,2022,E,Híbrido
0.4442182021140682,0.7996770523538396,0.847473522951996,297,2023,E,Híbrido
0.437777155757935,0.8300746298050488,0.8381596110888523,290,2024,E,Híbrido
0.8950695565214764,1.3210654191043958,0.6550962128723334,263,2019,E,Baseline
0.6058184160839197,1.0593533909972142,0.7549711538931729,299,2020,E,Baseline
0.8235022977425774,1.257802189486344,0.665111310066583,300,2021,E,Baseline
0.5542986882272151,0.8929991755326829,0.8144219902456394,301,2022,E,Baseline
0.4422659635112596,0.8233383090399408,0.8383139250409619,297,2023,E,Baseline
0.42480694203649105,0.8479653097518446,0.831108106830277,290,2024,E,Baseline
0.9331467529532582,1.2124255011155523,0.7094911019557624,263,2019,F,ML_Puro
0.8439027565531998,1.1318488968389782,0.7202871640921183,299,2020,F,ML_Puro
0.923432500224842,1.282743827497701,0.6516982513635172,300,2021,F,ML_Puro
0.7523045132833918,0.994334577811784,0.769914377589385,301,2022,F,ML_Puro
0.6303139326308508,0.8507377109303818,0.8273735494940544,297,2023,F,ML_Puro
0.6271015814620489,0.8672258012874573,0.8233486286504402,290,2024,F,ML_Puro
0.884530187229918,1.2877022510340346,0.6722971457553504,263,2019,F,Híbrido
0.6077604304075048,1.0263435601001631,0.7700036118697473,299,2020,F,Híbrido
0.8125875767932894,1.2338410452435495,0.6777490437569531,300,2021,F,Híbrido
0.5548743167501695,0.8687960078774535,0.8243451966406565,301,2022,F,Híbrido
0.4444993153105502,0.7987029809113154,0.8478448758597951,297,2023,F,Híbrido
0.4380706146959066,0.8306477850486352,0.8379360367526633,290,2024,F,Híbrido
0.8950695565214764,1.3210654191043958,0.6550962128723334,263,2019,F,Baseline
0.6058184160839197,1.0593533909972142,0.7549711538931729,299,2020,F,Baseline
0.8235022977425774,1.257802189486344,0.665111310066583,300,2021,F,Baseline
0.5542986882272151,0.8929991755326829,0.8144219902456394,301,2022,F,Baseline
0.4422659635112596,0.8233383090399408,0.8383139250409619,297,2023,F,Baseline
0.42480694203649105,0.8479653097518446,0.831108106830277,290,2024,F,Baseline
