departamento,municipio,rendimiento_original,produccion_esperada_t,ingreso_promedio_5y_cop
CALDAS,MARQUETALIA,1.266666704252002,2786.071416003406,46360228362.29667
RISARALDA,MARSELLA,1.3184335388864967,2837.730427422351,47219834312.30792
CALDAS,MARULANDA,1.2086697608053472,165.73279760162922,2757793752.09111
SANTANDER,MATANZA,1.2528516078138086,1250.345904598181,20805755852.513733
ANTIOQUIA,MEDELLIN,1.2053222148196618,383.1478256468741,6375579818.763985
CUNDINAMARCA,MEDINA,1.292580813639882,128.8832329280326,2144616995.9224625
TOLIMA,MELGAR,1.2409360722794753,181.139438470635,3014160256.1513667
CAUCA,MERCADERES,1.2579790550539154,985.3498342426308,16396221241.797377
META,MESETAS,1.1089087476130282,1090.4897733151759,18145749827.964527
BOYACA,MIRAFLORES,1.2142899836528331,725.0282634394337,12064470303.632175
CAUCA,MIRANDA,1.2179035735651742,761.5063884073608,12671466303.098482
RISARALDA,MISTRATO,1.2327857249769885,1629.0646962708415,27107636545.946804
PUTUMAYO,MOCOA,1.2391365872594624,168.73322908712098,2807720932.009693
SANTANDER,MOGOTES,1.2748225789530154,1877.6096871851591,31243425194.761047
SANTANDER,MOLAGAVITA,1.1884736471111446,148.9989411383242,2479342380.5417147
BOYACA,MONGUA,1.346693803830136,92.2485255623643,1535015465.357742
BOYACA,MONIQUIRA,1.2163709731256984,1475.4336629820098,24551216152.02064
ANTIOQUIA,MONTEBELLO,1.269168984317652,1478.759550387869,24606558918.45414
QUINDIO,MONTENEGRO,1.2585116718062963,977.3979196749239,16263901383.390732
CASANARE,MONTERREY,1.3047502952489625,83.24306883688381,1385164665.4457467
CAUCA,MORALES,1.3339321888116038,7436.098361783502,123736676740.07747
BOLIVAR,MORALES,1.15871288595345,82.790035701374,1377626194.0708632
TOLIMA,MURILLO,1.2074461144518458,74.94618032402607,1247104440.591794
BOYACA,MUZO,1.2993177748777633,58.28739538101646,969902259.1401138
ANTIOQUIA,NARINO,1.2228279872861143,1128.4012101078806,18776596136.195133
HUILA,NATAGA,1.3168714993516022,1988.541807595887,33089335678.395557
TOLIMA,NATAGAIMA,1.2481538521465676,120.92114519595947,2012127856.0607655
CALDAS,NEIRA,1.3948158112972293,2620.8728575856067,43611324350.224495
HUILA,NEIVA,1.2604845258216562,4838.155569997038,80506908684.7507
CUNDINAMARCA,NILO,1.2591798965941439,375.17265019022517,6242872899.165347
CUNDINAMARCA,NIMAIMA,1.281318300504982,42.437262112725,706156041.555744
CUNDINAMARCA,NOCAIMA,1.1408119428525487,43.15691579811192,718131078.8805823
CASANARE,NUNCHIA,1.196686637696649,185.71379930414295,3090277620.420939
VALLE DEL CAUCA,OBANDO,1.2776536709711004,1002.063774142634,16674341201.733429
SANTANDER,OCAMONTE,1.312106627582217,1636.6037176495752,27233085861.68893
NORTE DE SANTANDER,OCANA,1.3192090003589723,1029.5107038801418,17131058112.565557
SANTANDER,OIBA,1.23871752632225,1881.847278813499,31313938719.456623
ANTIOQUIA,OLAYA,1.2544951505900794,401.53880780087263,6681605761.80652
SANTANDER,ONZAGA,1.1838607538040593,149.21380940946364,2482917788.573475
HUILA,OPORAPA,1.2400781267605636,2931.172668223944,48774713199.24643
PUTUMAYO,ORITO,1.188286817665206,5.94143408832603,98865463.22974515
TOLIMA,ORTEGA,1.239416890078976,5202.88619201803,86576026235.18002
BOYACA,OTANCHE,1.2007287126539112,164.31972432668775,2734280212.796084
BOYACA,PACHAVITA,1.1397984524869778,140.742312913092,2341952086.873851
CUNDINAMARCA,PACHO,1.3506728810020465,1007.1967673632262,16759754208.924084
CALDAS,PACORA,1.2930482121298188,2885.243128135871,48010445652.180885
BOYACA,PAEZ,1.224480917853292,374.32381658775137,6228748308.020183
CAUCA,PAEZ,1.2736324523664324,6282.867096497182,104546908485.71309
HUILA,PAICOL,1.121623272496294,1449.8999718905095,24126335532.25808
CESAR,PAILITAS,1.236458480905262,348.0383332052131,5791357864.534746
CUNDINAMARCA,PAIME,1.200877875651154,576.6255295514146,9595048811.735538
BOYACA,PAJARITO,1.2168716659784464,52.64186827022759,875960688.016587
HUILA,PALERMO,1.2742664204917222,2600.981646850884,43280334603.59871
CALDAS,PALESTINA,1.2646863485549118,1893.5389885103561,31508488768.812325
HUILA,PALESTINA,1.3540045769579925,5062.758513703629,84244301668.0284
SANTANDER,PALMAS DEL SOCORRO,1.2932962479413372,935.622237610681,15568754033.841732
VALLE DEL CAUCA,PALMIRA,1.4800043704995147,215.07423512098947,3578835272.4132648
TOLIMA,PALOCABILDO,1.2650176235942117,2213.3380851216125,36829945736.42364
NORTE DE SANTANDER,PAMPLONA,1.1379252248685225,49.9094003627334,830492422.0358838
NORTE DE SANTANDER,PAMPLONITA,1.1256701268337435,425.7622120723268,7084683208.883518
CUNDINAMARCA,PANDI,1.3804411942040424,221.0776572517774,3678732216.6695757
SANTANDER,PARAMO,1.2290220306693633,2526.217913379956,42036266078.64246
CUNDINAMARCA,PARATEBUENO,1.1737606343958749,9.20228337366366,153125995.3377633
CUNDINAMARCA,PASCA,1.1596828990019474,18.844847108781646,313578255.8901266
NARINO,PASTO,1.373401908320126,274.9550620456892,4575252232.4402685
CAUCA,PATIA,1.2684227089125568,1852.1381553270264,30819578904.64172
BOYACA,PAUNA,1.2674134863376667,269.46478133025136,4483893961.335382
BOYACA,PAYA,1.1265427150929,220.35175507217122,3666653204.400929
CESAR,PELAYA,1.138242125815888,9.686440490693206,161182369.76513496
ANTIOQUIA,PENOL,1.3562736597615532,149.71904930107786,2491324980.3699355
CALDAS,PENSILVANIA,1.24337120566264,3669.6111741203763,61062329937.36306
ANTIOQUIA,PEQUE,1.1989127839314915,1249.4469577742038,20790797377.36275
RISARALDA,PEREIRA,1.2555804342038601,2722.4373880712037,45301358137.50483
SANTANDER,PIEDECUESTA,1.175208325206954,931.329093560007,15497316116.838516
CAUCA,PIENDAMO - TUNIA,1.3381745054487157,7660.125703285138,127464491702.6647
QUINDIO,PIJAO,1.2791012118174547,1551.3195317164455,25813957007.761654
SANTANDER,PINCHOTE,1.3002369975288746,2008.7751445922843,33426018406.015614
BOYACA,PISBA,1.1248863963268458,185.1338031074723,3080626483.7083387
HUILA,PITAL,1.3159043918696975,4606.257528520283,76648125274.57751
HUILA,PITALITO,1.3870205532146773,19089.120027316574,317642957254.5478
TOLIMA,PLANADAS,1.2851997995189932,14270.524421911025,237461526380.59943
NARINO,POLICARPA,1.2105163725252999,231.5596769003646,3853153023.6220665
CAUCA,POPAYAN,1.2478939682040369,3509.8889696690844,58404552455.293564
VALLE DEL CAUCA,PRADERA,1.1641823067583728,195.12859643577087,3246939844.691227
TOLIMA,PRADO,1.2599673272652385,815.5516515922435,13570779482.494932
NARINO,PROVIDENCIA,1.3027033554642893,128.85038888897284,2144070471.1125083
CESAR,PUEBLO BELLO,1.1917276636840342,5095.040949654899,84781481402.25752
RISARALDA,PUEBLO RICO,1.2520473240214862,579.5101039233449,9643048129.284458
ANTIOQUIA,PUEBLORRICO,1.2998773082984285,1712.7573377332585,28500282099.88142
SANTANDER,PUENTE NACIONAL,1.249057781100996,1152.1184067097477,19171250287.6502
PUTUMAYO,PUERTO ASIS,1.2688622946801185,2.537724589360237,42227737.166954346
BOYACA,PUERTO BOYACA,1.373990294989788,10.991922359918304,182905588.06904057
CAQUETA,PUERTO RICO,1.3090507106585323,1209.431951577418,20124947674.248234
CUNDINAMARCA,PULI,1.201402656964346,646.1864330748431,10752542246.365389
CAUCA,PURACE,1.2016320153072804,352.6789964926868,5868578501.638309
TOLIMA,PURIFICACION,1.2494155609945201,257.1172282970623,4278430678.8631167
CUNDINAMARCA,QUEBRADANEGRA,1.226172586674358,68.5675710468301,1140964382.2192528
CUNDINAMARCA,QUETAME,1.194066748163209,135.2638812319283,2250790983.6992874
QUINDIO,QUIMBAYA,1.3726977172546624,2200.640345416812,36618655347.735756
RISARALDA,QUINCHIA,1.28962831347763,3294.3813193448755,54818505153.89873
BOYACA,QUIPAMA,1.2707523983245412,153.9008229610852,2560909694.0724573
CUNDINAMARCA,QUIPILE,1.2721662677196957,1207.7437679223704,20096856298.22824
NORTE DE SANTANDER,RAGONVALIA,1.2612935570277695,507.94814128622335,8452257071.002757
CASANARE,RECETOR,1.2739165503003764,26.752247556307903,445157399.3369635
ANTIOQUIA,REMEDIOS,1.1404937759012037,8.770397136680257,145939408.35435948
META,RESTREPO,1.1369919700558706,14.871854968330787,247467666.6730243
VALLE DEL CAUCA,RESTREPO,1.2772343068621272,512.6563060883207,8530600933.309655
ANTIOQUIA,RETIRO,1.4057795717500485,216.560343028095,3603564107.9875007
NARINO,RICAURTE,1.1164256662108019,1.5853244460193385,26379798.781761795
CESAR,RIO DE ORO,1.2860398095705368,222.70351382332984,3705786470.0202084
TOLIMA,RIOBLANCO,1.2176113251098701,7006.646961438739,116590605438.34062
VALLE DEL CAUCA,RIOFRIO,1.1959195189202825,2165.559105665658,36034903518.27655
LA GUAJIRA,RIOHACHA,1.1881700752724258,99.53300720557111,1656229239.9007032
SANTANDER,RIONEGRO,1.3036520719941962,1330.7158890087958,22143112393.106365
CALDAS,RIOSUCIO,1.2125566279623883,2615.011749429966,43513795510.51464
CALDAS,RISARALDA,1.3783608008719224,2440.870224224044,40616080531.08809
HUILA,RIVERA,1.4266044553036275,858.5305612017229,14285948538.39667
VALLE DEL CAUCA,ROLDANILLO,1.2881974839045212,657.5346417093847,10941376438.04416
TOLIMA,RONCESVALLES,1.0811553425806566,319.4922152860098,5316350462.359203
BOYACA,RONDON,1.2257299747821404,189.86557309375357,3159363136.2800593
CAUCA,ROSAS,1.2645811761410504,1286.256097500108,21403301462.401794
TOLIMA,ROVIRA,1.249108633080839,7534.810641038583,125379249066.88202
ANTIOQUIA,SABANALARGA,1.2134268960226016,1690.0124437044385,28121807063.24186
CASANARE,SABANALARGA,1.089183833340869,3.267551500022607,54372056.96037618
ANTIOQUIA,SABANETA,1.292721775837904,27.496192172072217,457536637.74328166
CASANARE,SACAMA,1.4753521781935142,225.13874239233024,3746308673.4083753
HUILA,SALADOBLANCO,1.3004370965099503,3564.64112961439,59315628396.78345
CALDAS,SALAMINA,1.2864187604441475,2255.6709755007905,37534365032.33315
NORTE DE SANTANDER,SALAZAR,1.186517594636156,1495.9257877894263,24892205108.816055
QUINDIO,SALENTO,1.2656946845912223,474.96458733970206,7903410733.332643
ANTIOQUIA,SALGAR,1.2938487899533553,7941.630934245795,132148738745.85002
CALDAS,SAMANA,1.2558843192203524,2977.9026623625305,49552300301.71251
NARINO,SAMANIEGO,1.1876109515131992,1354.4821663103187,22538583247.4037
HUILA,SAN AGUSTIN,1.3162000889251277,6081.463024875885,101195544733.93472
CESAR,SAN ALBERTO,1.2223108965885126,29.87327831262325,497091351.1220508
SANTANDER,SAN ANDRES,1.1650677816127135,852.9577735964837,14193217352.645489
ANTIOQUIA,SAN ANDRES DE CUERQUIA,1.2342799959766815,949.3588017054243,15797330460.37826
TOLIMA,SAN ANTONIO,1.2383244231467885,3881.428838399757,64586975870.971954
CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,1.2543850688379656,374.33359224262574,6228910974.917293
SANTANDER,SAN BENITO,1.2724822423547275,216.58920247119818,3604044329.1207376
CUNDINAMARCA,SAN BERNARDO,1.302468910719476,238.29971190523534,3965307206.103116
NARINO,SAN BERNARDO,1.2310199508392254,400.0199330252063,6656331685.539433
NORTE DE SANTANDER,SAN CALIXTO,1.2774001650111737,1257.6004624535005,20926471695.22625
ANTIOQUIA,SAN CARLOS,1.3945203106192663,766.6096503567293,12756384581.935976
CUNDINAMARCA,SAN CAYETANO,1.0782117422971724,385.514608458354,6414963084.747011
NORTE DE SANTANDER,SAN CAYETANO,1.302539611245483,84.79532869208094,1410994269.4362268
BOYACA,SAN EDUARDO,1.3460946227172772,356.62084839648827,5934170917.317565
ANTIOQUIA,SAN FRANCISCO,1.3336892688946185,174.64660976175028,2906119586.435525
CUNDINAMARCA,SAN FRANCISCO,1.3064647722245213,462.67143443559195,7698852669.00825
SANTANDER,SAN GIL,1.2491185687195094,2888.998899291543,48072941684.211266
BOLIVAR,SAN JACINTO,1.275927718688529,75.2797354026232,1252654797.0996501
ANTIOQUIA,SAN JERONIMO,1.2810584222122479,604.1087201626298,10052369103.506159
SANTANDER,SAN JOAQUIN,1.146204174296118,85.34636281808893,1420163477.2929997
CALDAS,SAN JOSE,1.2433651941351147,1421.4150899352633,23652347096.52278
NORTE DE SANTANDER,SAN JOSE DE CUCUTA,1.2134861665330163,28.16501392523131,468665831.715849
SANTANDER,SAN JOSE DE MIRANDA,1.1336129483639799,39.721797710673854,660970713.905613
BOYACA,SAN JOSE DE PARE,1.2973360274510868,1004.6440462978471,16717276930.396177
META,SAN JUAN DE ARAMA,1.1854676699757496,95.63167693694372,1591311104.2307436
CUNDINAMARCA,SAN JUAN DE RIOSECO,1.2002483661596124,1644.3882715733153,27362620838.979965
LA GUAJIRA,SAN JUAN DEL CESAR,1.2023981748787793,287.216852033294,4779288417.834012
META,SAN JUANITO,1.192743894423281,1.192743894423281,19847258.403203398
NARINO,SAN LORENZO,1.243495287700625,3479.971302441707,57906722472.630005
ANTIOQUIA,SAN LUIS,1.3927571861979786,164.27571011205157,2733547816.2645383
TOLIMA,SAN LUIS,1.2331085141146694,270.86461621042827,4507187213.741526
BOYACA,SAN LUIS DE GACENO,1.1707027105897208,2.6926162343563576,44805134.13968979
CESAR,SAN MARTIN,1.175919429817574,24.48264252880189,407391171.6792635
BOYACA,SAN MATEO,1.1435566685175642,142.94458356469553,2378597870.5165334
SANTANDER,SAN MIGUEL,1.213440718320384,86.79741458145706,1444308978.6354454
PUTUMAYO,SAN MIGUEL,1.2553528791088624,16.31958742841521,271557934.8088291
NARINO,SAN PABLO,1.2790318415769417,1313.5529109811034,21857520438.72556
BOYACA,SAN PABLO DE BORBUR,1.2138756982526684,224.44561660691838,3734775060.339122
VALLE DEL CAUCA,SAN PEDRO,1.0973117720242946,442.4799989510766,7362867182.545915
NARINO,SAN PEDRO DE CARTAGO,1.2263931729180995,778.20778787518,12949377590.242994
ANTIOQUIA,SAN RAFAEL,1.1425848674539503,425.0986999362422,7073642366.939071
ANTIOQUIA,SAN ROQUE,1.2758766415140943,989.3147478300286,16462197403.891678
CAUCA,SAN SEBASTIAN,1.2969735042840276,452.56593458486856,7530697151.492213
TOLIMA,SAN SEBASTIAN DE MARIQUITA,1.272911898269296,424.0324115514679,7055899328.216425
SANTANDER,SAN VICENTE DE CHUCURI,1.2276385135288663,1941.3261633688726,32303667358.45804
CAQUETA,SAN VICENTE DEL CAGUAN,1.1353089335937567,1053.5439841963343,17530971897.027004
ANTIOQUIA,SAN VICENTE FERRER,1.2333234001267277,43.2649848764456,719929348.3440548
NARINO,SANDONA,1.2007548845423521,1169.5112424465601,19460667074.31076
ANTIOQUIA,SANTA BARBARA,1.1145548447676152,1547.5594019598338,25751388448.611637
SANTANDER,SANTA BARBARA,1.1916991015587173,306.36200502871503,5097863763.677817
ANTIOQUIA,SANTA FE DE ANTIOQUIA,1.2632166729137384,2146.7104139496073,35721261288.12146
SANTANDER,SANTA HELENA DEL OPON,1.3496638316234177,5.925024220826804,98592403.03455801
TOLIMA,SANTA ISABEL,1.2287349723091892,906.6220993183352,15086191732.657099
BOYACA,SANTA MARIA,1.1936722455343773,6.971045913920763,115998204.0076415
HUILA,SANTA MARIA,1.3898564375684108,3328.4698923819574,55385739009.23577
MAGDALENA,SANTA MARTA,1.1549416605803584,3200.3202426349617,53253328837.44576
CAUCA,SANTA ROSA,1.2314361487990653,49.25744595196261,819643900.6406579
RISARALDA,SANTA ROSA DE CABAL,1.2650476202657344,4430.841940456938,73729209889.20345
ANTIOQUIA,SANTA ROSA DE OSOS,1.2821059832725883,670.6952819695564,11160369491.97342
BOLIVAR,SANTA ROSA DEL SUR,1.2009208064737407,1411.3821778082638,23485399438.72951
BOYACA,SANTA SOFIA,1.1859773464662762,13.045750811129038,217081293.49718717
NARINO,SANTACRUZ,1.245781014729372,171.94269565294792,2861126455.6650534
BOYACA,SANTANA,1.113948706461268,559.1131347470397,9303642562.190739
CAUCA,SANTANDER DE QUILICHAO,1.3039393949956817,4007.2013517309792,66679830492.80349
NORTE DE SANTANDER,SANTIAGO,1.1946473010217245,288.0533572223582,4793207864.18004
VALLE DEL CAUCA,SANTIAGO DE CALI,1.2717478454480173,741.5052987669209,12338648171.481564
ANTIOQUIA,SANTO DOMINGO,1.2369239974997719,818.5097168655241,13620001688.64232
RISARALDA,SANTUARIO,1.2154764989070235,4790.946477621902,79721349387.62845
NORTE DE SANTANDER,SARDINATA,1.2428263911239394,1193.2376181180944,19855473965.48509
CUNDINAMARCA,SASAIMA,1.3759194038494342,855.1751870745388,14230115112.920324
VALLE DEL CAUCA,SEVILLA,1.349324406402696,5433.4055467261205,90411868297.52264
CUNDINAMARCA,SILVANIA,1.4536099756692737,510.50782345504894,8494850182.292014
CAUCA,SILVIA,1.2722897816225807,4.618411907289968,76850374.13730505
SANTANDER,SIMACOTA,1.1997243008800589,887.052153584698,14760547835.649374
SANTANDER,SOCORRO,1.230209344533804,4267.16564291718,71005636298.14186
BOYACA,SOMONDOCO,1.1687172883926353,60.539555538738504,1007378204.1646087
ANTIOQUIA,SONSON,1.3818734149552574,2367.729546652637,39399019656.29988
ANTIOQUIA,SOPETRAN,1.2473077627151523,1102.819631482229,18350918667.86429
CAUCA,SOTARA PAISPAMBA,1.338506205363178,917.5727739005657,15268410957.705414
SANTANDER,SUAITA,1.233405603209111,1141.1591981451015,18988889057.13449
CAUCA,SUAREZ,1.3087068034676808,3101.8052561028544,51614039461.5515
TOLIMA,SUAREZ,1.1378515956066317,2.3098387390814623,38435716.61831553
HUILA,SUAZA,1.3305547513064917,7864.7361628550025,130869209749.90724
CAUCA,SUCRE,1.2475917471286944,1700.2429848219272,28292043267.43687
SANTANDER,SUCRE,1.1375444377147073,187.19431267033224,3114913362.834328
CUNDINAMARCA,SUPATA,1.2178057716844277,852.1961229093288,14180543485.211231
CALDAS,SUPIA,1.2447277095808733,1305.5824473022824,21724891923.109978
SANTANDER,SURATA,1.2350406731005241,178.77213743130088,2974768366.8568463
BOYACA,SUTATENZA,1.2758860794325981,44.91118999602746,747322201.5338969
CASANARE,TAMARA,1.205131363045717,1684.7133889697602,28033630792.45681
ARAUCA,TAME,1.1601687457751206,72.02327573771949,1198467308.2756524
ANTIOQUIA,TAMESIS,1.3863765605655907,1668.43487181266,27762756266.96266
NARINO,TAMINANGO,1.2778418836927044,1708.436263240635,28428379420.32417
NARINO,TANGUA,1.2373069255035531,135.52222755040418,2255089866.4387255
HUILA,TARQUI,1.2859446859634531,3388.6314203228744,56386826834.17263
ANTIOQUIA,TARSO,1.3887747973227393,829.9734821239887,13810758742.543173
CASANARE,TAURAMENA,1.4595101817845024,23.06026087219514,383722740.91332716
HUILA,TELLO,1.273948999264006,3409.0238245805167,56726156441.0198
CUNDINAMARCA,TENA,1.2521985522873702,369.2608310840226,6144500229.238135
BOYACA,TENZA,1.3659620840203763,49.17463502473355,818265926.8115662
NORTE DE SANTANDER,TEORAMA,1.2683577734975633,211.8030645963581,3524402994.8833985
HUILA,TERUEL,1.1610771437591756,2496.8499545683567,41547583244.01745
HUILA,TESALIA,1.2562801448313432,669.2706843574498,11136664187.707964
CUNDINAMARCA,TIBACUY,1.191251214554037,681.1574444819984,11334459876.180452
CUNDINAMARCA,TIBIRITA,1.3625192253407306,202.3341049630985,3366839506.585959
NORTE DE SANTANDER,TIBU,1.1869226523940921,3.5370295041343947,58856170.948796324
HUILA,TIMANA,1.302596606757733,4430.495786632942,73723449889.57216
CAUCA,TIMBIO,1.2272549302884959,4118.949814682159,68539324916.31113
ANTIOQUIA,TITIRIBI,1.4374124182711632,510.4826462248209,8494431233.18102
CUNDINAMARCA,TOCAIMA,1.3475086168528252,78.10159943278975,1299610614.5616217
BOYACA,TOGUI,1.2743621535449923,608.4187229669857,10124087550.17064
ANTIOQUIA,TOLEDO,1.2805840180457095,1204.8630850586667,20048921735.376213
NORTE DE SANTANDER,TOLEDO,1.2392673981387605,1780.5917903197524,29629047390.92068
SANTANDER,TONA,1.269766465055804,515.9569054107753,8585522906.035302
CUNDINAMARCA,TOPAIPI,1.1911787720316063,534.9941218825553,8902302188.125721
CAUCA,TORIBIO,1.22707994012537,2532.570288424751,42141969599.38786
VALLE DEL CAUCA,TORO,1.161050388753525,1029.9445788554772,17138277792.15514
CAUCA,TOTORO,1.2068021712738983,921.8641106144182,15339818800.62392
VALLE DEL CAUCA,TRUJILLO,1.255124539875272,3569.436127705887,59395417165.025955
VALLE DEL CAUCA,TULUA,1.2744610718990415,3450.501395280903,57416343217.47423
BOYACA,TUNUNGUA,1.133828904759536,60.705199560825555,1010134520.6921372
NARINO,TUQUERRES,1.1032039152603654,68.92818062546763,1146964925.6077814
CUNDINAMARCA,UBALA,1.2118754029548775,126.03504190730726,2097223097.3375928
CUNDINAMARCA,UBAQUE,1.3440353199861739,115.04942339081647,1914422405.223186
VALLE DEL CAUCA,ULLOA,1.1316351470171853,584.4442880284955,9725152952.794167
BOYACA,UMBITA,1.206548989725135,48.2619595890054,803079007.5610499
ANTIOQUIA,URAMITA,1.2714395403975451,430.7001443096684,7166850401.312882
META,URIBE,1.2201276088207824,186.5453101126094,3104113960.2738204
ANTIOQUIA,URRAO,1.3653835887869534,1233.555803289573,20526368566.7385
LA GUAJIRA,URUMITA,1.1684319583067135,734.1608523628573,12216436583.317947
ANTIOQUIA,VALDIVIA,1.3038567582586018,45.53067799839038,757630481.8932159
SANTANDER,VALLE DE SAN JOSE,1.2775715423060423,3005.589258998349,50013005269.73253
TOLIMA,VALLE DE SAN JUAN,1.3304043500391793,1284.851305093838,21379925716.761463
CESAR,VALLEDUPAR,1.2104693329943652,2882.999019779339,47973103689.128204
ANTIOQUIA,VALPARAISO,1.3439191528829373,475.8414544612616,7918001802.235393
ANTIOQUIA,VEGACHI,1.1935470618089936,328.32092576241797,5463260204.686635
SANTANDER,VELEZ,1.1993095260756366,316.43781845505674,5265525299.092144
TOLIMA,VENADILLO,1.2802671438652418,1142.830465971308,19016698953.762566
ANTIOQUIA,VENECIA,1.4486320412222295,626.8955158389199,10431541383.559628
CUNDINAMARCA,VENECIA,1.1397081582095347,356.18159360364376,5926861717.564632
CUNDINAMARCA,VERGARA,1.1808817781138947,1127.4941129253655,18761502039.078083
VALLE DEL CAUCA,VERSALLES,1.255055323694251,981.8172291727756,16337438693.434986
CUNDINAMARCA,VIANI,1.2819344215955977,953.7848483555565,15870979876.636461
CALDAS,VICTORIA,1.3227508017650984,105.42323890067834,1754242695.3072877
VALLE DEL CAUCA,VIJES,1.2538337610772097,585.3522913588954,9740262128.212019
NORTE DE SANTANDER,VILLA CARO,1.108596223925589,368.58607253077986,6133272246.912177
NORTE DE SANTANDER,VILLA DEL ROSARIO,1.1013417495434041,96.53260434747938,1606302536.342057
PUTUMAYO,VILLAGARZON,1.2714341068018218,13.98577517482004,232723298.90900543
CUNDINAMARCA,VILLAGOMEZ,1.4393609537108327,164.80682919989036,2742385637.8861756
TOLIMA,VILLAHERMOSA,1.168134049580383,3241.2332287111844,53934120925.754105
CALDAS,VILLAMARIA,1.2037297566146108,1357.133076797577,22582694397.91168
LA GUAJIRA,VILLANUEVA,1.2100261508017796,513.8981062455158,8551264487.925383
SANTANDER,VILLANUEVA,1.1865331882888115,99.68065314814307,1658686068.3851006
TOLIMA,VILLARRICA,1.1992193484461413,1290.7317769260662,21477776768.049744
META,VILLAVICENCIO,1.22797302377866,63.51076478983229,1056819126.1028093
CUNDINAMARCA,VILLETA,1.201741236674661,134.6671229817625,2240860926.4165277
CUNDINAMARCA,VIOTA,1.2278035998243109,2637.7027515385653,43891373785.60173
META,VISTAHERMOSA,1.167147636867474,191.48224130447778,3186264495.3065104
CALDAS,VITERBO,1.4055182198020315,347.0505588335176,5774921298.989733
CUNDINAMARCA,YACOPI,1.2856563746430418,603.2685406737545,10038388516.811274
NARINO,YACUANQUER,1.2201641857685406,567.1445151870754,9437284732.712934
ANTIOQUIA,YALI,1.1267574792519877,207.50365737904605,3452860858.7873263
ANTIOQUIA,YARUMAL,1.333571714420651,296.3196349442686,4930758725.47263
ANTIOQUIA,YOLOMBO,1.3700143647451917,1201.1874945776417,19987759909.771957
CASANARE,YOPAL,1.2454544441128044,105.86362774958837,1761570765.7531505
VALLE DEL CAUCA,YOTOCO,1.2638485148308785,835.2901219368758,13899227629.029613
VALLE DEL CAUCA,YUMBO,1.1598576078457272,241.9926913009325,4026758383.247517
SANTANDER,ZAPATOCA,1.2179025053237371,864.8082109802793,14390408630.711847
BOYACA,ZETAQUIRA,1.2346105975485084,1214.2765610068845,20205561975.15456
CUNDINAMARCA,ZIPACON,1.2425464928652226,108.57371254656314,1806666576.7748108
